geneid,Symbol
ENSG00000231993,EP300-AS1
ENSG00000183495,EP400
ENSG00000116016,EPAS1
ENSG00000159023,EPB41
ENSG00000088367,EPB41L1
ENSG00000079819,EPB41L2
ENSG00000082397,EPB41L3
ENSG00000129595,EPB41L4A
ENSG00000224032,EPB41L4A-AS1
ENSG00000095203,EPB41L4B
ENSG00000115109,EPB41L5
ENSG00000166947,EPB42
ENSG00000120616,EPC1
ENSG00000135999,EPC2
ENSG00000119888,EPCAM
ENSG00000086289,EPDR1
ENSG00000152223,EPG5
ENSG00000182585,EPGN
ENSG00000146904,EPHA1
ENSG00000142627,EPHA2
ENSG00000044524,EPHA3
ENSG00000116106,EPHA4
ENSG00000145242,EPHA5
ENSG00000250846,EPHA5-AS1
ENSG00000080224,EPHA6
ENSG00000135333,EPHA7
ENSG00000070886,EPHA8
ENSG00000154928,EPHB1
ENSG00000133216,EPHB2
ENSG00000182580,EPHB3
ENSG00000196411,EPHB4
ENSG00000106123,EPHB6
ENSG00000143819,EPHX1
ENSG00000120915,EPHX2
ENSG00000105131,EPHX3
ENSG00000172031,EPHX4
ENSG00000112425,EPM2A
ENSG00000178567,EPM2AIP1
ENSG00000063245,EPN1
ENSG00000072134,EPN2
ENSG00000235397,EPN2-AS1
ENSG00000049283,EPN3
ENSG00000130427,EPO
ENSG00000273604,EPOP
ENSG00000187266,EPOR
ENSG00000101448,EPPIN
ENSG00000249139,EPPIN-WFDC6
ENSG00000261150,EPPK1
ENSG00000136628,EPRS
ENSG00000151491,EPS8
ENSG00000131037,EPS8L1
ENSG00000177106,EPS8L2
ENSG00000198758,EPS8L3
ENSG00000133106,EPSTI1
ENSG00000121053,EPX
ENSG00000083782,EPYC
ENSG00000120160,EQTN
ENSG00000132591,ERAL1
ENSG00000164307,ERAP1
ENSG00000164308,ERAP2
ENSG00000187682,ERAS
ENSG00000141736,ERBB2
ENSG00000065361,ERBB3
ENSG00000178568,ERBB4
ENSG00000112851,ERBIN
ENSG00000082805,ERC1
ENSG00000187672,ERC2
ENSG00000281708,ERC2-IT1
ENSG00000012061,ERCC1
ENSG00000104884,ERCC2
ENSG00000163161,ERCC3
ENSG00000175595,ERCC4
ENSG00000134899,ERCC5
ENSG00000225830,ERCC6
ENSG00000186871,ERCC6L
ENSG00000182150,ERCC6L2
ENSG00000049167,ERCC8
ENSG00000124882,EREG
ENSG00000105722,ERF
ENSG00000178752,ERFE
ENSG00000157554,ERG
ENSG00000133935,ERG28
ENSG00000113719,ERGIC1
ENSG00000087502,ERGIC2
ENSG00000125991,ERGIC3
ENSG00000100632,ERH
ENSG00000254270,ERHP1
ENSG00000218143,ERHP2
ENSG00000104626,ERI1
ENSG00000196678,ERI2
ENSG00000117419,ERI3
ENSG00000233602,ERI3-IT1
ENSG00000104714,ERICH1
ENSG00000204334,ERICH2
ENSG00000178965,ERICH3
ENSG00000234497,ERICH3-AS1
ENSG00000204978,ERICH4
ENSG00000177459,ERICH5
ENSG00000163645,ERICH6
ENSG00000240137,ERICH6-AS1
ENSG00000165837,ERICH6B
ENSG00000068912,ERLEC1
ENSG00000240755,ERLEC1P1
ENSG00000107566,ERLIN1
ENSG00000147475,ERLIN2
ENSG00000164010,ERMAP
ENSG00000130023,ERMARD
ENSG00000136541,ERMN
ENSG00000099219,ERMP1
ENSG00000178607,ERN1
ENSG00000134398,ERN2
ENSG00000197930,ERO1A
ENSG00000086619,ERO1B
ENSG00000139055,ERP27
ENSG00000089248,ERP29
ENSG00000233347,ERP29P1
ENSG00000023318,ERP44
ENSG00000116285,ERRFI1
ENSG00000213462,ERV3-1
ENSG00000244476,ERVFRD-1
ENSG00000264801,ERVFRD-3
ENSG00000251292,ERVH-1
ENSG00000233056,ERVH48-1
ENSG00000226887,ERVMER34-1
ENSG00000230426,ERVMER61-1
ENSG00000269526,ERVV-1
ENSG00000268964,ERVV-2
ENSG00000242950,ERVW-1
ENSG00000149564,ESAM
ENSG00000141446,ESCO1
ENSG00000171320,ESCO2
ENSG00000139684,ESD
ENSG00000089048,ESF1
ENSG00000164283,ESM1
ENSG00000135476,ESPL1
ENSG00000187017,ESPN
ENSG00000144488,ESPNL
ENSG00000268869,ESPNP
ENSG00000091831,ESR1
ENSG00000140009,ESR2
ENSG00000265992,ESRG
ENSG00000104413,ESRP1
ENSG00000103067,ESRP2
ENSG00000173153,ESRRA
ENSG00000215572,ESRRAP1
ENSG00000235438,ESRRAP2
ENSG00000119715,ESRRB
ENSG00000196482,ESRRG
ENSG00000100056,ESS2
ENSG00000123576,ESX1
ENSG00000139641,ESYT1
ENSG00000117868,ESYT2
ENSG00000158220,ESYT3
ENSG00000143971,ETAA1
ENSG00000238210,ETDA
ENSG00000224107,ETDB
ENSG00000120705,ETF1
ENSG00000232757,ETF1P1
ENSG00000233833,ETF1P3
ENSG00000140374,ETFA
ENSG00000105379,ETFB
ENSG00000139160,ETFBKMT
ENSG00000171503,ETFDH
ENSG00000205707,ETFRF1
ENSG00000105755,ETHE1
ENSG00000139163,ETNK1
ENSG00000143845,ETNK2
ENSG00000164089,ETNPPL
ENSG00000134954,ETS1
ENSG00000157557,ETS2
ENSG00000006468,ETV1
ENSG00000105672,ETV2
ENSG00000117036,ETV3
ENSG00000253831,ETV3L
ENSG00000175832,ETV4
ENSG00000244405,ETV5
ENSG00000234197,ETV5-AS1
ENSG00000139083,ETV6
ENSG00000010030,ETV7
ENSG00000115363,EVA1A
ENSG00000142694,EVA1B
ENSG00000166979,EVA1C
ENSG00000072840,EVC
ENSG00000173040,EVC2
ENSG00000126860,EVI2A
ENSG00000185862,EVI2B
ENSG00000067208,EVI5
ENSG00000142459,EVI5L
ENSG00000196405,EVL
ENSG00000167880,EVPL
ENSG00000214860,EVPLL
ENSG00000106038,EVX1
ENSG00000253405,EVX1-AS
ENSG00000174279,EVX2
ENSG00000212766,EWSAT1
ENSG00000182944,EWSR1
ENSG00000178997,EXD1
ENSG00000081177,EXD2
ENSG00000187609,EXD3
ENSG00000174371,EXO1
ENSG00000164002,EXO5
ENSG00000090989,EXOC1
ENSG00000250821,EXOC1L
ENSG00000112685,EXOC2
ENSG00000180104,EXOC3
ENSG00000221990,EXOC3-AS1
ENSG00000179044,EXOC3L1
ENSG00000283632,EXOC3L2
ENSG00000205436,EXOC3L4
ENSG00000131558,EXOC4
ENSG00000070367,EXOC5
ENSG00000180673,EXOC5P1
ENSG00000138190,EXOC6
ENSG00000144036,EXOC6B
ENSG00000182473,EXOC7
ENSG00000250485,EXOC7P1
ENSG00000116903,EXOC8
ENSG00000157036,EXOG
ENSG00000263748,EXOGP1
ENSG00000171311,EXOSC1
ENSG00000130713,EXOSC2
ENSG00000107371,EXOSC3
ENSG00000229007,EXOSC3P1
ENSG00000269763,EXOSC3P2
ENSG00000178896,EXOSC4
ENSG00000077348,EXOSC5
ENSG00000223496,EXOSC6
ENSG00000075914,EXOSC7
ENSG00000120699,EXOSC8
ENSG00000123737,EXOSC9
ENSG00000110723,EXPH5
ENSG00000182197,EXT1
ENSG00000151348,EXT2
ENSG00000158008,EXTL1
ENSG00000162694,EXTL2
ENSG00000223976,EXTL2P1
ENSG00000012232,EXTL3
ENSG00000246339,EXTL3-AS1
ENSG00000104313,EYA1
ENSG00000064655,EYA2
ENSG00000158161,EYA3
ENSG00000112319,EYA4
ENSG00000188107,EYS
ENSG00000108799,EZH1
ENSG00000106462,EZH2
ENSG00000231300,EZH2P1
ENSG00000092820,EZR
ENSG00000233893,EZR-AS1
ENSG00000180210,F2
ENSG00000181104,F2R
ENSG00000164251,F2RL1
ENSG00000164220,F2RL2
ENSG00000127533,F2RL3
ENSG00000117525,F3
ENSG00000198734,F5
ENSG00000057593,F7
ENSG00000185010,F8
ENSG00000277203,F8A1
ENSG00000274791,F8A2
ENSG00000277150,F8A3
ENSG00000101981,F9
ENSG00000103089,FA2H
ENSG00000117480,FAAH
ENSG00000165591,FAAH2
ENSG00000232022,FAAHP1
ENSG00000162585,FAAP20
ENSG00000131944,FAAP24
ENSG00000163586,FABP1
ENSG00000145384,FABP2
ENSG00000121769,FABP3
ENSG00000233259,FABP3P2
ENSG00000170323,FABP4
ENSG00000164687,FABP5
ENSG00000236972,FABP5P1
ENSG00000236044,FABP5P2
ENSG00000241735,FABP5P3
ENSG00000229287,FABP5P4
ENSG00000213716,FABP5P5
ENSG00000249919,FABP5P6
ENSG00000234964,FABP5P7
ENSG00000170231,FABP6
ENSG00000164434,FABP7
ENSG00000226766,FABP7P1
ENSG00000235129,FABP7P2
ENSG00000205186,FABP9
ENSG00000168040,FADD
ENSG00000149485,FADS1
ENSG00000134824,FADS2
ENSG00000274150,FADS2P1
ENSG00000221968,FADS3
ENSG00000172782,FADS6
ENSG00000185104,FAF1
ENSG00000113194,FAF2
ENSG00000228759,FAF2P1
ENSG00000103876,FAH
ENSG00000180185,FAHD1
ENSG00000115042,FAHD2A
ENSG00000144199,FAHD2B
ENSG00000231584,FAHD2CP
ENSG00000257302,FAHD2P1
ENSG00000158234,FAIM
ENSG00000135472,FAIM2
ENSG00000228126,FALEC
ENSG00000071889,FAM3A
ENSG00000183844,FAM3B
ENSG00000196937,FAM3C
ENSG00000174028,FAM3C2
ENSG00000198643,FAM3D
ENSG00000244383,FAM3D-AS1
ENSG00000137414,FAM8A1
ENSG00000254722,FAM8A2P
ENSG00000224337,FAM8A3P
ENSG00000232730,FAM8A4P
ENSG00000218772,FAM8A6P
ENSG00000183304,FAM9A
ENSG00000177138,FAM9B
ENSG00000187268,FAM9C
ENSG00000198690,FAN1
ENSG00000187741,FANCA
ENSG00000181544,FANCB
ENSG00000158169,FANCC
ENSG00000144554,FANCD2
ENSG00000163705,FANCD2OS
ENSG00000230342,FANCD2P2
ENSG00000112039,FANCE
ENSG00000183161,FANCF
ENSG00000221829,FANCG
ENSG00000140525,FANCI
ENSG00000115392,FANCL
ENSG00000187790,FANCM
ENSG00000203780,FANK1
ENSG00000233409,FANK1-AS1
ENSG00000078098,FAP
ENSG00000197601,FAR1
ENSG00000254791,FAR1-IT1
ENSG00000235879,FAR1P1
ENSG00000064763,FAR2
ENSG00000180178,FAR2P1
ENSG00000178162,FAR2P2
ENSG00000240253,FAR2P3
ENSG00000231431,FAR2P4
ENSG00000152767,FARP1
ENSG00000231194,FARP1-AS1
ENSG00000006607,FARP2
ENSG00000145982,FARS2
ENSG00000179115,FARSA
ENSG00000266975,FARSA-AS1
ENSG00000116120,FARSB
ENSG00000231060,FARSBP1
ENSG00000026103,FAS
ENSG00000117560,FASLG
ENSG00000169710,FASN
ENSG00000164896,FASTK
ENSG00000138399,FASTKD1
ENSG00000118246,FASTKD2
ENSG00000124279,FASTKD3
ENSG00000215251,FASTKD5
ENSG00000083857,FAT1
ENSG00000217809,FAT1P1
ENSG00000086570,FAT2
ENSG00000165323,FAT3
ENSG00000196159,FAT4
ENSG00000147378,FATE1
ENSG00000149806,FAU
ENSG00000237806,FAUP2
ENSG00000146267,FAXC
ENSG00000170271,FAXDC2
ENSG00000188878,FBF1
ENSG00000105202,FBL
ENSG00000162458,FBLIM1
ENSG00000188573,FBLL1
ENSG00000077942,FBLN1
ENSG00000163520,FBLN2
ENSG00000140092,FBLN5
ENSG00000144152,FBLN7
ENSG00000166147,FBN1
ENSG00000138829,FBN2
ENSG00000142449,FBN3
ENSG00000165140,FBP1
ENSG00000130957,FBP2
ENSG00000237743,FBP2P1
ENSG00000156860,FBRS
ENSG00000112787,FBRSL1
ENSG00000153558,FBXL2
ENSG00000005812,FBXL3
ENSG00000112234,FBXL4
ENSG00000118564,FBXL5
ENSG00000182325,FBXL6
ENSG00000183580,FBXL7
ENSG00000135722,FBXL8
ENSG00000116661,FBXO2
ENSG00000110429,FBXO3
ENSG00000151876,FBXO4
ENSG00000112029,FBXO5
ENSG00000116663,FBXO6
ENSG00000100225,FBXO7
ENSG00000164117,FBXO8
ENSG00000112146,FBXO9
ENSG00000119402,FBXW2
ENSG00000107829,FBXW4
ENSG00000230701,FBXW4P1
ENSG00000159069,FBXW5
ENSG00000109670,FBXW7
ENSG00000270751,FBXW7-AS1
ENSG00000174989,FBXW8
ENSG00000132004,FBXW9
ENSG00000162897,FCAMR
ENSG00000186431,FCAR
ENSG00000179639,FCER1A
ENSG00000158869,FCER1G
ENSG00000104921,FCER2
ENSG00000119616,FCF1
ENSG00000227436,FCF1P1
ENSG00000228638,FCF1P2
ENSG00000239997,FCF1P3
ENSG00000226112,FCF1P4
ENSG00000220392,FCF1P5
ENSG00000225671,FCF1P6
ENSG00000224727,FCF1P7
ENSG00000251111,FCF1P8
ENSG00000231478,FCF1P9
ENSG00000275395,FCGBP
ENSG00000150337,FCGR1A
ENSG00000198019,FCGR1B
ENSG00000265531,FCGR1CP
ENSG00000143226,FCGR2A
ENSG00000072694,FCGR2B
ENSG00000244682,FCGR2C
ENSG00000203747,FCGR3A
ENSG00000162747,FCGR3B
ENSG00000104870,FCGRT
ENSG00000130475,FCHO1
ENSG00000157107,FCHO2
ENSG00000197948,FCHSD1
ENSG00000137478,FCHSD2
ENSG00000162894,FCMR
ENSG00000085265,FCN1
ENSG00000160339,FCN2
ENSG00000142748,FCN3
ENSG00000163534,FCRL1
ENSG00000132704,FCRL2
ENSG00000160856,FCRL3
ENSG00000163518,FCRL4
ENSG00000143297,FCRL5
ENSG00000181036,FCRL6
ENSG00000132185,FCRLA
ENSG00000162746,FCRLB
ENSG00000181617,FDCSP
ENSG00000079459,FDFT1
ENSG00000160752,FDPS
ENSG00000225462,FDPSP1
ENSG00000233980,FDPSP2
ENSG00000258872,FDPSP3
ENSG00000254793,FDPSP4
ENSG00000215035,FDPSP5
ENSG00000233676,FDPSP6
ENSG00000231087,FDPSP7
ENSG00000224763,FDPSP8
ENSG00000137714,FDX1
ENSG00000181741,FDX1P1
ENSG00000227054,FDX1P2
ENSG00000267673,FDX2
ENSG00000255561,FDXACB1
ENSG00000161513,FDXR
ENSG00000066926,FECH
ENSG00000235534,FECHP1
ENSG00000141965,FEM1A
ENSG00000229231,FEM1AP1
ENSG00000217770,FEM1AP3
ENSG00000235876,FEM1AP4
ENSG00000169018,FEM1B
ENSG00000145780,FEM1C
ENSG00000168496,FEN1
ENSG00000215873,FEN1P1
ENSG00000268388,FENDRR
ENSG00000151422,FER
ENSG00000088340,FER1L4
ENSG00000249715,FER1L5
ENSG00000214814,FER1L6
ENSG00000181171,FER1L6-AS1
ENSG00000253868,FER1L6-AS2
ENSG00000146618,FERD3L
ENSG00000101311,FERMT1
ENSG00000073712,FERMT2
ENSG00000149781,FERMT3
ENSG00000232149,FERP1
ENSG00000182511,FES
ENSG00000090512,FETUB
ENSG00000163497,FEV
ENSG00000149557,FEZ1
ENSG00000171055,FEZ2
ENSG00000128610,FEZF1
ENSG00000230316,FEZF1-AS1
ENSG00000153266,FEZF2
ENSG00000126266,FFAR1
ENSG00000126262,FFAR2
ENSG00000185897,FFAR3
ENSG00000186188,FFAR4
ENSG00000171560,FGA
ENSG00000171564,FGB
ENSG00000102302,FGD1
ENSG00000146192,FGD2
ENSG00000127084,FGD3
ENSG00000139132,FGD4
ENSG00000154783,FGD5
ENSG00000225733,FGD5-AS1
ENSG00000275340,FGD5P1
ENSG00000180263,FGD6
ENSG00000113578,FGF1
ENSG00000138685,FGF2
ENSG00000186895,FGF3
ENSG00000075388,FGF4
ENSG00000138675,FGF5
ENSG00000111241,FGF6
ENSG00000140285,FGF7
ENSG00000264061,FGF7P1
ENSG00000185390,FGF7P2
ENSG00000204837,FGF7P3
ENSG00000216829,FGF7P4
ENSG00000204816,FGF7P5
ENSG00000227449,FGF7P6
ENSG00000204801,FGF7P7
ENSG00000219693,FGF7P8
ENSG00000107831,FGF8
ENSG00000102678,FGF9
ENSG00000137440,FGFBP1
ENSG00000137441,FGFBP2
ENSG00000174721,FGFBP3
ENSG00000077782,FGFR1
ENSG00000213066,FGFR1OP
ENSG00000111790,FGFR1OP2
ENSG00000230256,FGFR1OP2P1
ENSG00000066468,FGFR2
ENSG00000068078,FGFR3
ENSG00000230994,FGFR3P1
ENSG00000260984,FGFR3P5
ENSG00000226164,FGFR3P6
ENSG00000160867,FGFR4
ENSG00000127418,FGFRL1
ENSG00000171557,FGG
ENSG00000172456,FGGY
ENSG00000104760,FGL1
ENSG00000127951,FGL2
ENSG00000000938,FGR
ENSG00000091483,FH
ENSG00000142621,FHAD1
ENSG00000137460,FHDC1
ENSG00000189283,FHIT
ENSG00000022267,FHL1
ENSG00000115641,FHL2
ENSG00000183386,FHL3
ENSG00000112214,FHL5
ENSG00000135723,FHOD1
ENSG00000134775,FHOD3
ENSG00000234213,FHP1
ENSG00000130720,FIBCD1
ENSG00000176971,FIBIN
ENSG00000172500,FIBP
ENSG00000198855,FICD
ENSG00000112367,FIG4
ENSG00000183733,FIGLA
ENSG00000182263,FIGN
ENSG00000132436,FIGNL1
ENSG00000261308,FIGNL2
ENSG00000118407,FILIP1
ENSG00000168386,FILIP1L
ENSG00000145216,FIP1L1
ENSG00000213468,FIRRE
ENSG00000214253,FIS1
ENSG00000139914,FITM1
ENSG00000197296,FITM2
ENSG00000179943,FIZ1
ENSG00000179431,FJX1
ENSG00000088832,FKBP1A
ENSG00000269304,FKBP1AP1
ENSG00000259691,FKBP1AP2
ENSG00000230243,FKBP1AP3
ENSG00000119782,FKBP1B
ENSG00000258536,FKBP1BP1
ENSG00000198225,FKBP1C
ENSG00000173486,FKBP2
ENSG00000100442,FKBP3
ENSG00000004478,FKBP4
ENSG00000251463,FKBP4P1
ENSG00000269692,FKBP4P2
ENSG00000268234,FKBP4P6
ENSG00000235256,FKBP4P7
ENSG00000276457,FKBP4P8
ENSG00000096060,FKBP5
ENSG00000077800,FKBP6
ENSG00000079150,FKBP7
ENSG00000105701,FKBP8
ENSG00000122642,FKBP9
ENSG00000176826,FKBP9P1
ENSG00000204315,FKBPL
ENSG00000181027,FKRP
ENSG00000106692,FKTN
ENSG00000160688,FLAD1
ENSG00000154803,FLCN
ENSG00000143631,FLG
ENSG00000143520,FLG2
ENSG00000151702,FLI1
ENSG00000177731,FLII
ENSG00000196924,FLNA
ENSG00000136068,FLNB
ENSG00000244161,FLNB-AS1
ENSG00000128591,FLNC
ENSG00000242902,FLNC-AS1
ENSG00000137312,FLOT1
ENSG00000132589,FLOT2
ENSG00000126500,FLRT1
ENSG00000185070,FLRT2
ENSG00000125848,FLRT3
ENSG00000102755,FLT1
ENSG00000229515,FLT1P1
ENSG00000122025,FLT3
ENSG00000090554,FLT3LG
ENSG00000037280,FLT4
ENSG00000162769,FLVCR1
ENSG00000119686,FLVCR2
ENSG00000059122,FLYWCH1
ENSG00000239516,FLYWCH1P1
ENSG00000162076,FLYWCH2
ENSG00000164898,FMC1
ENSG00000248905,FMN1
ENSG00000155816,FMN2
ENSG00000184922,FMNL1
ENSG00000157827,FMNL2
ENSG00000161791,FMNL3
ENSG00000010932,FMO1
ENSG00000094963,FMO2
ENSG00000007933,FMO3
ENSG00000076258,FMO4
ENSG00000131781,FMO5
ENSG00000117507,FMO6P
ENSG00000230231,FMO7P
ENSG00000238087,FMO8P
ENSG00000215834,FMO9P
ENSG00000122176,FMOD
ENSG00000102081,FMR1
ENSG00000268066,FMR1-AS1
ENSG00000236337,FMR1-IT1
ENSG00000176988,FMR1NB
ENSG00000115414,FN1
ENSG00000167363,FN3K
ENSG00000141560,FN3KRP
ENSG00000187239,FNBP1
ENSG00000137942,FNBP1L
ENSG00000257800,FNBP1P1
ENSG00000109920,FNBP4
ENSG00000164694,FNDC1
ENSG00000102531,FNDC3A
ENSG00000075420,FNDC3B
ENSG00000223592,FNDC3CP
ENSG00000115226,FNDC4
ENSG00000160097,FNDC5
ENSG00000143107,FNDC7
ENSG00000073598,FNDC8
ENSG00000172568,FNDC9
ENSG00000217128,FNIP1
ENSG00000052795,FNIP2
ENSG00000168522,FNTA
ENSG00000230022,FNTAP2
ENSG00000257365,FNTB
ENSG00000188352,FOCAD
ENSG00000227071,FOCAD-AS1
ENSG00000086205,FOLH1
ENSG00000134612,FOLH1B
ENSG00000110195,FOLR1
ENSG00000165457,FOLR2
ENSG00000110203,FOLR3
ENSG00000133393,FOPNL
ENSG00000170345,FOS
ENSG00000125740,FOSB
ENSG00000175592,FOSL1
ENSG00000248394,FOSL1P1
ENSG00000075426,FOSL2
ENSG00000129514,FOXA1
ENSG00000125798,FOXA2
ENSG00000170608,FOXA3
ENSG00000171956,FOXB1
ENSG00000204612,FOXB2
ENSG00000054598,FOXC1
ENSG00000176692,FOXC2
ENSG00000260944,FOXC2-AS1
ENSG00000280916,FOXCUT
ENSG00000251493,FOXD1
ENSG00000247993,FOXD1-AS1
ENSG00000186564,FOXD2
ENSG00000237424,FOXD2-AS1
ENSG00000187140,FOXD3
ENSG00000230798,FOXD3-AS1
ENSG00000170122,FOXD4
ENSG00000184492,FOXD4L1
ENSG00000187559,FOXD4L3
ENSG00000184659,FOXD4L4
ENSG00000204779,FOXD4L5
ENSG00000273514,FOXD4L6
ENSG00000178919,FOXE1
ENSG00000186790,FOXE3
ENSG00000103241,FOXF1
ENSG00000137273,FOXF2
ENSG00000176165,FOXG1
ENSG00000257126,FOXG1-AS1
ENSG00000160973,FOXH1
ENSG00000168269,FOXI1
ENSG00000186766,FOXI2
ENSG00000214336,FOXI3
ENSG00000129654,FOXJ1
ENSG00000065970,FOXJ2
ENSG00000198815,FOXJ3
ENSG00000164916,FOXK1
ENSG00000141568,FOXK2
ENSG00000176678,FOXL1
ENSG00000183770,FOXL2
ENSG00000206262,FOXL2NB
ENSG00000111206,FOXM1
ENSG00000109101,FOXN1
ENSG00000170802,FOXN2
ENSG00000053254,FOXN3
ENSG00000258920,FOXN3-AS1
ENSG00000259073,FOXN3-AS2
ENSG00000176318,FOXN3P1
ENSG00000139445,FOXN4
ENSG00000150907,FOXO1
ENSG00000214295,FOXO1B
ENSG00000118689,FOXO3
ENSG00000240445,FOXO3B
ENSG00000184481,FOXO4
ENSG00000204060,FOXO6
ENSG00000114861,FOXP1
ENSG00000244203,FOXP1-AS1
ENSG00000242094,FOXP1-IT1
ENSG00000128573,FOXP2
ENSG00000049768,FOXP3
ENSG00000137166,FOXP4
ENSG00000234753,FOXP4-AS1
ENSG00000164379,FOXQ1
ENSG00000176302,FOXR1
ENSG00000189299,FOXR2
ENSG00000110074,FOXRED1
ENSG00000100350,FOXRED2
ENSG00000179772,FOXS1
ENSG00000136877,FPGS
ENSG00000254685,FPGT
ENSG00000259030,FPGT-TNNI3K
ENSG00000171051,FPR1
ENSG00000171049,FPR2
ENSG00000187474,FPR3
ENSG00000148690,FRA10AC1
ENSG00000138759,FRAS1
ENSG00000165879,FRAT1
ENSG00000181274,FRAT2
ENSG00000164946,FREM1
ENSG00000150893,FREM2
ENSG00000225350,FREM2-AS1
ENSG00000183090,FREM3
ENSG00000109536,FRG1
ENSG00000149531,FRG1BP
ENSG00000276291,FRG1HP
ENSG00000215548,FRG1JP
ENSG00000280286,FRG1KP
ENSG00000205097,FRG2
ENSG00000225899,FRG2B
ENSG00000172969,FRG2C
ENSG00000261711,FRG2DP
ENSG00000232783,FRG2FP
ENSG00000260291,FRG2GP
ENSG00000260846,FRG2HP
ENSG00000260598,FRG2IP
ENSG00000259897,FRG2JP
ENSG00000261741,FRG2KP
ENSG00000267704,FRG2LP
ENSG00000275170,FRG2MP
ENSG00000236663,FRGCA
ENSG00000111816,FRK
ENSG00000153303,FRMD1
ENSG00000172159,FRMD3
ENSG00000151474,FRMD4A
ENSG00000114541,FRMD4B
ENSG00000171877,FRMD5
ENSG00000139926,FRMD6
ENSG00000273888,FRMD6-AS1
ENSG00000258537,FRMD6-AS2
ENSG00000165694,FRMD7
ENSG00000126391,FRMD8
ENSG00000227942,FRMD8P1
ENSG00000070601,FRMPD1
ENSG00000170324,FRMPD2
ENSG00000150175,FRMPD2B
ENSG00000147234,FRMPD3
ENSG00000227610,FRMPD3-AS1
ENSG00000169933,FRMPD4
ENSG00000223487,FRMPD4-AS1
ENSG00000156869,FRRS1
ENSG00000260230,FRRS1L
ENSG00000166225,FRS2
ENSG00000137218,FRS3
ENSG00000073910,FRY
ENSG00000237637,FRY-AS1
ENSG00000075539,FRYL
ENSG00000162998,FRZB
ENSG00000265817,FSBP
ENSG00000189139,FSCB
ENSG00000075618,FSCN1
ENSG00000261559,FSCN1P1
ENSG00000186765,FSCN2
ENSG00000106328,FSCN3
ENSG00000105255,FSD1
ENSG00000106701,FSD1L
ENSG00000186628,FSD2
ENSG00000131808,FSHB
ENSG00000170820,FSHR
ENSG00000150667,FSIP1
ENSG00000188738,FSIP2
ENSG00000231646,FSIP2-AS1
ENSG00000134363,FST
ENSG00000163430,FSTL1
ENSG00000070404,FSTL3
ENSG00000053108,FSTL4
ENSG00000168843,FSTL5
ENSG00000160282,FTCD
ENSG00000237338,FTCD-AS1
ENSG00000226124,FTCDNL1
ENSG00000167996,FTH1
ENSG00000232273,FTH1P1
ENSG00000234975,FTH1P2
ENSG00000213453,FTH1P3
ENSG00000242992,FTH1P4
ENSG00000230204,FTH1P5
ENSG00000233083,FTH1P6
ENSG00000232187,FTH1P7
ENSG00000219507,FTH1P8
ENSG00000251395,FTH1P9
ENSG00000132446,FTHL17
ENSG00000087086,FTL
ENSG00000235525,FTLP1
ENSG00000232368,FTLP2
ENSG00000226608,FTLP3
ENSG00000214020,FTLP4
ENSG00000266989,FTLP5
ENSG00000254984,FTLP6
ENSG00000232217,FTLP8
ENSG00000181867,FTMT
ENSG00000140718,FTO
ENSG00000226491,FTOP1
ENSG00000068438,FTSJ1
ENSG00000108592,FTSJ3
ENSG00000230590,FTX
ENSG00000162613,FUBP1
ENSG00000107164,FUBP3
ENSG00000179163,FUCA1
ENSG00000237053,FUCA1P1
ENSG00000001036,FUCA2
ENSG00000157353,FUK
ENSG00000069509,FUNDC1
ENSG00000165775,FUNDC2
ENSG00000255883,FUNDC2P1
ENSG00000182814,FUNDC2P2
ENSG00000187103,FUNDC2P3
ENSG00000227009,FUNDC2P4
ENSG00000148803,FUOM
ENSG00000140564,FURIN
ENSG00000089280,FUS
ENSG00000174951,FUT1
ENSG00000176920,FUT2
ENSG00000171124,FUT3
ENSG00000196371,FUT4
ENSG00000130383,FUT5
ENSG00000156413,FUT6
ENSG00000180549,FUT7
ENSG00000033170,FUT8
ENSG00000276116,FUT8-AS1
ENSG00000172461,FUT9
ENSG00000010361,FUZ
ENSG00000165060,FXN
ENSG00000258421,FXNP1
ENSG00000177736,FXNP2
ENSG00000114416,FXR1
ENSG00000129245,FXR2
ENSG00000266964,FXYD1
ENSG00000137731,FXYD2
ENSG00000089356,FXYD3
ENSG00000150201,FXYD4
ENSG00000089327,FXYD5
ENSG00000137726,FXYD6
ENSG00000255245,FXYD6-FXYD2
ENSG00000270762,FXYD6P1
ENSG00000235964,FXYD6P2
ENSG00000182707,FXYD6P3
ENSG00000221946,FXYD7
ENSG00000082074,FYB1
ENSG00000187889,FYB2
ENSG00000163820,FYCO1
ENSG00000010810,FYN
ENSG00000122068,FYTTD1
ENSG00000234502,FYTTD1P1
ENSG00000157240,FZD1
ENSG00000180340,FZD2
ENSG00000104290,FZD3
ENSG00000174804,FZD4
ENSG00000163251,FZD5
ENSG00000164930,FZD6
ENSG00000155760,FZD7
ENSG00000177283,FZD8
ENSG00000188763,FZD9
ENSG00000105325,FZR1
ENSG00000092140,G2E3
ENSG00000257636,G2E3-AS1
ENSG00000145907,G3BP1
ENSG00000138757,G3BP2
ENSG00000131482,G6PC
ENSG00000152254,G6PC2
ENSG00000141349,G6PC3
ENSG00000160211,G6PD
ENSG00000171298,GAA
ENSG00000109458,GAB1
ENSG00000033327,GAB2
ENSG00000160219,GAB3
ENSG00000215568,GAB4
